Substrate_ACC,Substrate_GN,Cortex_1,Cortex_2,Cortex_3,PDGFRA_4,PDGFRA_5,PDGFRA_6,PDGFRA_7,NTRK_8,NTRK_9,NTRK_10
F7B0R9,2010300C02Rik,650484.7866,648196.7678,663336.1391,359160.2885,308976.5845,291201.8811,403714.6552,291803.1211,265739.8032,321503.8387
A0A087WSS1,2310035C23Rik,1352441.346,1344812.012,1366607.922,1072243.434,1092089.703,1087625.329,1084459.502,803865.4511,812596.0467,889747.066
B8JJ69,2310061I04Rik,580244.9206,534021.6526,514811.7043,334153.1818,373625.4289,278332.1972,325796.5045,271517.0655,292432.5488,307186.3652
Q3U3D8,3110043O21Rik,152462.6944,147651.5852,154734.012,120029.7147,122726.6475,121152.3827,134404.3901,93916.10828,94650.48503,103127.392
Q8CDJ6,4932411E22Rik,30906.00969,29657.75949,38102.76111,22235.22617,21971.7599,18597.86285,23864.5233,20264.02013,18170.93884,19668.64903
F6YAT5,4932438A13Rik,391058.429,395813.9381,400382.9668,266089.5657,276949.8598,268315.6814,277397.9692,228746.738,228699.8057,249204.7684
H7BX33,4933434E20Rik,235221.1704,223827.185,235063.6274,165586.8539,169094.5402,172861.3882,184521.3905,151201.9297,151387.6293,165651.4591
J3QP43,6330403A02Rik,241336.0107,244765.6537,260765.3541,150919.3566,134367.169,148911.103,171795.9876,152510.7182,118269.9842,150339.075
Q3TA40,6430548M08Rik,1932883.844,1668480.026,1956355.465,940467.6372,997104.4626,846524.1091,1016378.324,716662.2658,772149.3484,883381.5871
Q0VAW6,8030462N17Rik,541600.2693,517343.3226,513059.4702,370459.0171,395095.8231,352138.4971,336179.8205,347935.8766,336795.3996,346842.589
E9QMK9,9030617O03Rik,299989.6463,282182.5983,282015.87,225233.0074,255013.7486,195077.8898,203244.2311,158854.8384,150435.5759,193977.1859
G3X9V7,A830010M20Rik,2682448.488,2551218.109,2671334.724,1016671.931,1166561.209,1192652.936,1244147.308,864943.4469,914959.0169,977338.5085
B2RQF6,A830018L16Rik,130765.201,97380.85019,120277.0942,71212.85966,85189.93564,65535.20472,86699.72409,57874.67964,57947.24449,62133.63089
Q3UHJ0,Aak1,4489630.098,4346569.441,4441379.082,2796326.661,2712238.64,2717338.552,3024981.068,2352770.342,2371083.335,2566117.146
Q99K67,Aass,267032.8221,226106.6223,234903.8123,154909.1017,159680.3098,149103.1649,153406.0578,140683.2629,130885.6365,134470.2838
Q80YE4,Aatk,171653.3031,168656.1032,175141.9542,141703.5628,143767.8074,149729.5882,141733.0791,104555.7107,107366.5608,119103.3164
P61922,Abat,27797166.89,28633714.94,25162152.75,18166091.6,20668252.14,17246196.83,18888069.26,12676995.01,14481988.81,17796735.28
Q8K448,Abca5,691956.1391,675459.429,669629.8162,508182.837,508242.7349,429991.1483,414846.3907,368278.0902,387581.2552,398352.5248
Q9JI39,Abcb10,247595.1462,244238.5982,280077.6598,231515.4668,234292.6609,228570.3781,231884.9504,148489.4004,157044.9124,185582.111
Q9CXJ4,Abcb8,420116.3135,431109.8723,433010.264,300376.8088,320865.3491,274326.3141,296253.7261,272415.7108,257222.7551,298952.4591
Q9JJ59,Abcb9,423106.947,429731.2655,399918.4063,323039.3708,316000.2864,305283.2458,251658.3021,181767.166,188348.3378,254268.2435
B2RUS7,Abcc8,469902.6743,451827.6613,442857.3337,246063.8751,243558.221,235671.7263,256833.837,177598.4002,186363.8868,210789.8997
Q91WA9,Abcg4,96764.19552,98365.58732,95687.3203,70797.06455,74087.0746,67255.94161,68965.62772,56510.00892,56838.61997,68825.82692
Q8VCR7,Abhd14b,207211.6104,212028.2824,213845.145,159189.8665,187263.8395,138094.0029,159336.7473,128174.2718,136222.8182,133371.8678
Q9Z1Q2,Abhd16a,570622.8298,574605.7664,555386.8182,439621.177,426185.7387,406938.7322,406757.0402,353929.7192,333905.9557,390833.9118
Q80YU0,Abhd16b,126301.8476,113706.3886,112795.3438,92570.90244,93051.15489,92459.20786,82730.70978,86262.26982,67036.3025,84084.80968
Q8R0P8,Abhd8,143530.469,167044.913,146769.3764,108615.4918,114461.5354,106673.8011,112867.7671,90959.25093,86107.31383,107343.5567
Q8CBW3-2,Abi1,4832493.111,4630802.541,4779777.584,3135408.177,2985606.879,3222260.232,3726251.729,3211411.019,2989917.122,3390230.063
P62484,Abi2,5709578.2,5413893.447,5439810.269,3209280.219,3220843.802,3542148.577,3850286.004,3207606.305,3266347.39,3379127.698
E9Q9C4,Ablim1,1098293.361,983551.7848,1055513.731,597815.3388,576300.8615,546483.8653,619921.7989,455865.8775,474213.3316,512022.5667
Q8BL65-2,Ablim2,1143340.005,1094647.757,1106335.82,662774.9242,651894.3111,589517.6563,650956.5443,429409.4334,420612.2755,552764.351
Q69ZX8,Ablim3,970765.639,939421.7764,946449.7003,570270.684,587402.4726,492709.9078,561731.6741,368971.8177,364139.3038,481479.4979
Q5SSL4,Abr,2566604.548,2443194.983,2586214.972,1460549.893,1413420.781,1430243.099,1693251.053,1270008.824,1243975.419,1499126.931
Q61282,Acan,517740.5463,525811.8411,522250.9774,406891.0521,374836.1342,253304.8815,317289.6468,228806.3816,231850.2954,307562.1842
Q8QZT1,Acat1,16299537.58,16641347.51,16526431.65,12030080.02,12801268.34,11465648.05,12736247.9,10633620.33,10827482.59,11530863.33
Q9D061,Acbd6,656523.9114,615017.6843,650062.8263,385496.0389,390713.9853,392540.0494,454215.268,360095.3951,368585.3888,400827.4393
P21836,Ache,302310.3673,369722.675,263031.6674,170078.8228,208924.5711,145003.7447,169572.2425,126582.9633,128027.9991,144388.0864
Q99KI0,Aco2,38853983.3,38153371.83,37091269.91,24191171.41,24797023.48,22427131.76,25208925.25,19172297.45,19258120.63,22772197.42
Q32MW3,Acot10,1706179.473,1815461.159,1710021.78,1100540.22,1121181.586,1032310.617,1089935.546,913199.3263,820644.1903,1038061.538
Q9CQR4,Acot13,3513998.702,3456744.038,3288015.37,2418395.895,2286968.771,2157294.6,2482868.505,2039356.283,1827758.018,2277007.664
Q91V12,Acot7,9099407.611,9534814.987,9284862.762,7321662.717,6729688.626,6691226.796,6688900.977,3963705.774,4010615.605,5806034.714
Q9R0X4,Acot9,1716450.276,1798997.02,1668508.137,1101431.875,1130328.31,1041234.301,1131665.44,892955.995,837099.2837,1023801.041
P41216,Acsl1,1487426.131,1489991.601,1477147.46,1024853.261,1098150.018,987592.4396,1002231.381,722528.4303,743542.8232,847206.5405
Q91WC3,Acsl6,2500014.033,2327474.909,2304397.379,1587636.648,1655964.499,1505759.244,1621885.708,1118041.209,1203918.746,1445263.169
Q99MR0,Actl6b,643118.6263,621074.3082,643954.1275,417533.4331,425704.4426,389545.3899,461890.5644,369947.9609,388438.612,396237.0428
A1BN54,Actn1,10445633.76,10446476.93,8877627.907,3997093.495,4580481.18,4067742.509,4457348.266,4201113.333,3726274.587,4274125.326
Q9JI91,Actn2,2260878.405,2591757.087,1708696.236,752946.7365,1131362.394,835434.7489,770118.7266,753892.0872,620504.3065,839081.892
D3Z0L8,Actn4,7224531.669,7212015.405,6658252.352,4477099.169,4565097.997,4809074.905,4837247.778,4554564.44,4151795.074,4531946.716
Q9QZB7,Actr10,1019400.052,1028212.309,997470.2442,769042.9291,789697.8571,757312.4183,768360.2923,664149.3054,658677.5451,700904.2358
Q641P0,Actr3b,2932723.903,2873974.649,2826378.673,2022336.832,1785671.851,1891852.472,2273523.7,1898708.975,1658348.334,1970019.209
Q61271,Acvr1b,248891.4338,290682.7186,259887.5685,170537.7663,168439.2048,163158.8664,171750.4445,144987.3211,136267.6117,163726.0416
Q8K348,Acvr1c,116763.4413,151593.8131,118772.8113,88836.45072,73459.75552,88189.70523,69456.74842,62458.91651,55925.79547,73072.38334
P56376,Acyp1,4973290.358,4922699.952,4986886.449,3873763.699,3337916.478,3205695.69,3782551.758,2639187.258,2676911.546,3272730.011
P56375,Acyp2,808386.3309,994254.0578,848834.9124,829746.5828,699686.917,535109.4848,574832.85,479924.6655,446734.6909,604944.1991
Q9R1V4,Adam11,1163623.587,1193429.654,1249830.894,673347.833,645754.215,716004.67,773371.3886,526443.0422,514453.3308,738416.3138
Q9R1V6,Adam22,3246982.136,3359910.904,3257706.305,1665653.055,1774414.036,1728167.532,1753355.887,1270559.401,1335602.705,1528650.703
Q9R1V7,Adam23,922619.9748,895611.1883,859078.2502,571718.0185,612195.5956,581219.4865,535415.7752,377428.4836,389365.5382,478519.3285
E9PY16,Adap1,3193599.521,3082944.502,3023561.985,1798677.744,1720060.667,1632153.328,1754953.653,1169621.355,1115163.972,1465013.735
Q60936,Adck3,169844.6815,165286.1655,163953.8901,128750.1444,120383.2856,114570.9902,126424.0037,102378.3756,93187.9562,116721.4264
Q80V03,Adck5,311645.2111,322803.5601,307082.2513,244585.1709,248953.8556,234035.1479,242719.7389,208342.2262,209357.91,227539.8625
O88444,Adcy1,211627.8068,216012.0972,211359.3852,130118.5042,129218.7219,123142.7133,134798.7236,106673.0822,102945.0933,119586.5399
Q80TL1,Adcy2,355380.2283,337646.7281,378919.2069,165378.5689,157220.6908,151408.0336,193054.6823,148451.7279,143555.9215,161247.4282
Q8VHH7,Adcy3,292240.6775,301338.1851,282979.979,178770.0042,204901.3794,183337.4587,192224.3452,205540.72,200916.4519,199620.3616
P84309,Adcy5,1772229.865,2354923.745,1113109.272,577430.8676,1233991.363,644020.5823,481247.7999,405559.7934,407568.7587,464398.2376
Q01341,Adcy6,333743.8073,370799.5618,266020.9017,179727.7482,265903.1394,193927.8371,167595.6747,156741.0396,161112.0783,155377.0612
P97490,Adcy8,525876.1592,502941.387,562698.5756,388382.2896,428076.5906,353046.5166,430450.1197,244626.6738,293745.2748,340456.2416
P51830,Adcy9,1356521.261,1318743.39,1281134.18,640330.0309,642625.8126,770998.069,816675.9894,546486.4829,497806.9838,677223.944
Q9QYC0,Add1,4703630.364,4540608.796,4680914.209,2962551.893,2988965.932,2983766.805,3350331.814,2716239.832,2750003.107,2978060.175
Q9QYB8,Add2,3958750.741,3867862.17,3949459.181,2090244.253,2063346.121,2007415.97,2409813.986,1735146.007,1652351.828,1967694.107
Q60613,Adora2a,33386.59737,38291.24867,26746.68853,19919.04967,25899.01811,18987.96003,22766.89972,19282.04882,20441.23259,21064.49195
P97717,Adra1b,48459.36719,51009.31952,54747.16999,30281.90026,25260.31069,32714.85272,30173.84771,18532.96947,20147.53665,33257.66845
P34971,Adrb1,50363.52655,46083.22287,48542.84621,29885.8242,25026.76577,27599.7622,28624.91727,36544.36749,34903.45894,34343.33634
Q99MK8,Adrbk1,1083192.542,1035640.919,1108144.701,708979.0424,713705.0032,707997.0494,729228.1821,655086.1622,647166.4727,714631.4983
Q3UYH7,Adrbk2,355757.0046,336751.9233,373194.5258,219011.1141,225756.1383,224853.7698,243936.6368,207840.0917,204349.1584,226913.4925
P28650,Adssl1,673078.2016,705128.5574,655734.0343,745008.7288,678587.6733,656854.3369,568378.9308,431698.0412,424475.5933,481247.2128
Q8JZQ2,Afg3l2,7776264.251,7834026.612,7674957.15,4647259.809,5245817.739,4434126.265,4870741.713,4210489.255,4160458.009,4604488.354
Q3UHD9,Agap2,934741.787,881699.5697,927528.9197,469196.7033,465985.5189,461719.2582,539125.374,433438.8552,426782.5914,468981.4963
Q8VHH5-2,Agap3,1958563.849,1861581.561,1796002.128,1149044.652,1082111.335,1071990.139,1355858.189,948788.8838,899303.6897,1137720.142
Q09LZ8,Agbl4,244512.9592,232374.8029,253614.3837,107199.4062,131920.4428,112591.08,127360.5267,90116.94512,90360.40249,108977.1541
Q80WC7,Agfg2,382210.38,369619.3182,367328.14,248144.853,258628.1697,212202.9797,264485.7919,228269.1802,214938.8308,230465.8925
Q9ESW4,Agk,2620183.207,2561201.938,2433507.649,1626845.479,1672572.031,1597245.982,1821682.94,1517346.882,1566041.141,1634826.564
O35083,Agpat1,201894.701,186522.161,191212.512,145953.6956,142545.5381,143658.5672,153991.8035,128818.0187,128637.5046,131370.8193
Q641K1,Agtpbp1,427296.6378,419369.6414,405668.8188,282296.8606,275476.0384,276357.7145,266314.8042,215881.2085,210115.0807,227488.4923
Q3TY86,Aifm3,540492.1047,580029.2582,507516.7955,282975.4029,296904.2023,262449.44,278104.2204,213125.9972,223626.9933,279082.949
A2ALI5,Ajap1,70904.33625,61206.63816,70207.71717,38072.53582,41888.12705,35517.65892,43562.38216,35152.75049,29964.28096,34325.39551
Q9R0Y5,Ak1,12730876.87,11879601.1,12528385.04,8114846.435,8351264.215,7798173.084,8520988.717,5634195.085,5715721.802,6708978.698
Q9WUR9,Ak4,1852163.793,1699756.331,1983669.266,1282842.316,1156089.586,1217792.505,1382404.488,1090317.636,1056290.084,1248908.849
Q920P5,Ak5,1593119.799,1414974.513,1717007.28,897615.6877,675561.0201,939201.9496,1024770.171,932748.5516,864010.3183,1035301.282
Q9D2H2,Ak7,36315.97583,43285.97576,30048.80568,35381.14038,47257.04049,35043.56683,44723.253,20041.09808,24613.45156,27315.3188
O88845,Akap10,512127.4864,491791.3727,482017.4544,364134.5705,363215.6295,360329.8247,387199.7459,316747.2291,321814.5195,333822.0904
D3YVF0,Akap5,1067713.683,1038842.834,909533.4588,299692.0801,415847.7497,269673.98,374506.9094,304798.233,304313.5934,315316.7341
E9Q9K8,Akap6,388806.1166,392997.0986,379796.0206,317480.152,320185.4497,316336.9984,293252.9509,246403.8312,253318.7483,266813.472
Q7TN79,Akap7,794954.2517,797514.0981,817604.9939,461928.792,547987.4244,530984.7388,558671.3111,437625.6778,453028.4,518206.5641
Q61490,Alcam,2473788.598,2454532.009,2718219.903,1300406.973,1521931.855,1232681.928,1431911.481,1480870.717,1413340.499,1422367.967
Q9CZS1,Aldh1b1,1929142.521,1947257.003,1865652.401,1445439.515,1480007.993,1458770.597,1597074.83,1258992.364,1101103.084,1361831.969
Q80VQ0,Aldh3b1,605360.7457,723554.4232,701400.2101,727621.3168,656832.0558,798254.1552,646368.0442,464881.9355,439604.8826,548910.0339
Q8BWF0,Aldh5a1,7509546.968,7623813.878,8021259.602,5019116.644,5554611.652,4488044.054,5574765.637,4028210.357,4238962.798,4822157.647
P05064,Aldoa,73954517.89,73159713.08,75337537.2,49357382.51,48727748.49,50795476.29,56862828.24,41346012.65,42353048.59,47472660.4
A6ZI46,Aldoart1,75094168.57,75625003.77,78287057.25,50212832.39,49012222.11,48669856.85,55390087.25,40536676.26,40627201.91,47511286.74
A6ZI47,Aldoart2,76821337.23,75267440.2,79078526.17,50840825.3,50749456.85,48576952.47,52294076.58,41058332.04,40214996.57,46697755.39
Q91Y97,Aldob,20058557.57,19752616.53,21810522.76,12748748.5,11613370.83,10437062.61,13162752.55,9616144.082,10104851.11,13635656.46
P97793,Alk,162721.518,164679.9547,189085.5782,114600.4291,146603.4022,108319.9347,122266.145,96445.1928,99895.90957,124821.185
Q6NS69,Amer3,37730.03,32845.10705,47727.64586,27221.3875,28394.86741,24223.30764,29952.15794,23439.3562,20769.21191,23106.03172
Q80ZD8,Amigo1,607743.8298,554578.7259,607975.894,213516.5,229242.4058,188755.6094,258289.8904,195276.8807,201294.5406,215989.8786
Q7TQF7,Amph,29167573.77,26671450.17,28538649.62,13997540.54,14425488.65,13581636.82,16454119.72,10758916.71,11216887.52,13694031.44
D3Z5M4,Ank1,1323479.812,1238287.306,1193490.749,1180582.263,1283888.351,804909.1412,884542.5211,639042.5247,730225.9336,831335.4914
Q8C8R3-2,Ank2,8063314.235,8092807.671,8618122.51,4910256.229,5034970.052,4917446.427,5448866.569,4104988.72,4285914.786,4875792.719
A0A087WNU5,Ank3,3856301.385,3754356.058,3613120.44,2609117.369,2658225.468,2567705.141,2479788.753,1718630.829,1761516.728,2016522.093
F8VQ39,Ankdd1a,76276.13147,74465.73085,71333.64886,54768.92647,63594.12238,56881.43521,54279.24854,47500.2856,46635.95883,54961.6168
Q3TPE9,Ankmy2,2576291.884,2777750.668,2779525.21,1706162.635,1728262.17,1734473.404,1763275.194,1759972.343,1690377.892,1772237.886
Q6PD24,Ankrd13d,424134.6656,378950.8252,436284.552,283008.7188,301560.2653,293924.6191,272852.2258,219463.4547,227199.6381,253687.6009
D3YVV3,Ankrd29,506869.4506,499542.9204,480658.0481,421043.2122,387407.2671,398269.554,387691.2558,271077.5672,297464.7985,357184.8757
Q3U0L2,Ankrd33b,95506.21185,86364.26914,89259.11312,48860.32684,48557.43719,42844.04286,53544.58227,53093.24301,57063.86936,47107.05795
B2RW11,Ankrd34a,105849.9258,99865.91769,103474.707,47858.75319,51238.0675,50137.7833,61601.11156,44692.55223,45183.99512,48650.89509
Q3UUF8,Ankrd34b,260274.6852,255334.0268,273630.6793,169618.812,194276.8435,138031.1086,170104.4259,101458.7032,118252.2417,150648.3646
Q8BLB8,Ankrd34c,178861.5242,146548.7275,157243.1687,80896.49908,103147.6457,89719.65366,95872.6366,146654.3584,147992.1749,93899.53397
Q8BLD6,Ankrd55,53654.18194,71367.00114,57446.0594,55938.04847,45576.9946,44441.14878,36950.67602,37059.72404,32400.71588,40488.384
A2ARS0,Ankrd63,311693.1037,384198.2877,207247.9045,98832.70863,204399.0141,90608.45389,83594.66852,83955.57325,72324.08093,81055.6565
Q8BIZ1,Anks1b,1682712.903,1608238.832,1560606.951,799359.2237,733047.5638,790750.4,976086.4975,758035.8966,636839.5015,819070.3086
Q8K298,Anln,981232.9144,1074361.977,954098.5165,1334592.472,1072358.137,1066714.1,899600.2085,632462.0865,617628.0928,724498.8385
A2AHL1,Ano3,285963.129,337525.2834,238808.2539,143330.2377,152622.4264,165715.4604,151816.582,107705.1242,100431.9925,135431.5142
Q8C5H1,Ano4,159621.6819,189821.4592,174813.4227,120685.9669,130881.7733,120886.1266,114918.6489,69622.03129,78734.98335,101606.3244
P97384,Anxa11,553322.3345,508103.167,414994.6297,395728.9167,351703.9745,362967.2295,408545.2137,326324.2845,316573.8304,356113.8159
Q07076,Anxa7,1252591.856,1256944.843,1194307.549,791391.7777,742589.1541,766078.4186,837302.5282,622642.9142,644024.0494,716132.193
O35643,Ap1b1,18727395.21,18327691.72,18122132.22,11563781.32,12223752.39,11980807.43,13095734.8,9880780.482,10015652.44,11612982.65
Q9DB50,Ap1s2,460321.7434,419182.1947,418526.9586,365877.5425,434557.3694,288535.5299,339304.2437,202728.64,275726.4874,332594.4439
P17426,Ap2a1,20114057.99,19210427.55,19529012.96,9931779.08,10853845.69,10224857.42,11811860.14,8310767.87,8737336.769,10153923.08
P17427,Ap2a2,16770643.41,16003043.01,16807155.15,9601647.479,10057827.71,9846993.998,11539197.9,8107579.487,8415286.162,9953436.182
Q9DBG3,Ap2b1,21856900.73,20891670.37,21660425.14,12024161.07,12518480.78,12689966.74,14521193.55,10657166.4,10924553.67,12239018.4
P84091,Ap2m1,16044270.11,15121152.66,15513323.45,8020038.061,8594836.988,8390034.473,9872961.472,6785717.827,7313978.308,8235080.737
P62743,Ap2s1,1899359.642,1824744.864,1845403.883,1168570.727,1234224.103,1164750.956,1343558.456,1039594.198,1068530.733,1160954.859
Q9JME5,Ap3b2,3389438.305,3340453.226,3380098.333,1832649.876,1909837.601,1778248.696,2107462.022,1598095.081,1536282.444,1836193.695
O54774,Ap3d1,2224265.252,2222801.379,2211870.45,1585645.925,1630412.681,1613508.404,1699720.85,1368690.558,1420749.227,1566195.117
Q8R2R9,Ap3m2,3321358.569,3149488.694,3157684.098,1826519.058,1870720.74,1897700.059,2215189.057,1655217.292,1701769.903,1928543.932
Q8BSZ2,Ap3s2,590007.344,567227.0676,588861.8382,417456.6995,421519.3865,410207.5573,416820.9553,369349.5959,335221.2996,402181.0127
B2RUJ5,Apba1,1440994.307,1432339.932,1428360.348,1093606.564,1085429.132,1070726.35,1122137.616,842883.9659,866163.5867,947216.3754
Q03157,Aplp1,504169.4842,480504.6661,537935.5583,514828.9917,504179.299,571048.4544,502709.1207,323021.9997,289454.2786,364646.5438
A2VDH7,Apol8,96649.12255,100674.966,98998.68848,70915.37979,69275.36284,71115.90181,75962.36647,60445.19636,59861.20049,63286.01843
Q9DCZ4,Apoo,2946886.579,3071881.004,2952861.681,1565035.387,1542689.963,1382469.071,1561540.036,1268416.125,1288297.703,1521968.829
P12023-2,App,3057087.368,3092671.821,3174194.272,2751659.483,2947499.047,2895584.813,2573829.65,1881168.065,1713171.077,2081766.131
Q8CAD1,Araf,216920.2389,209375.5148,228927.2031,159465.9176,176009.8501,156288.2086,172125.9127,136971.1838,141682.9744,154470.9795
Q9WV31,Arc,133977.8782,117749.6414,111633.7877,43809.69595,46829.2704,45183.38329,59400.60186,43354.38057,44926.33329,43550.65559
P84078,Arf1,31299055.26,31408744.2,30981901.95,21571543.57,21282228.45,21698712.38,23313615.3,19006614.99,19276621.94,21112004.07
Q8BSL7,Arf2,9632670.837,9749863.547,9616922.182,6784807.254,6723321.021,6851770.466,7253704.756,5901303.298,6160798.182,6632189.628
P84084,Arf5,10477045.81,10335198.03,10296617.39,7429176.783,7386521.695,7610217.96,8042855.318,6498481.275,6885619.619,7122722.535
P62331,Arf6,768736.8674,776997.6323,747657.6034,526327.778,550798.7718,491292.9269,522040.8509,499262.7526,510923.4682,512056.1225
V9GXM1,Arfgap1,2423585.214,2331947.036,2465378.232,1336590.466,1468935.485,1418194.479,1707490.065,1106935.529,1154876.024,1316703.555
G3X9K3,Arfgef1,500294.4834,485789.5356,481164.1134,364087.6557,370256.1622,358329.0098,361162.4161,325376.2599,323543.1844,353489.8403
A2A5R2,Arfgef2,666509.098,689825.2675,668643.211,513856.148,533464.1407,514515.7181,509276.7677,407929.0903,407438.2001,458166.1276
Q3UGY8,Arfgef3,661368.9079,618690.8433,624632.8412,356720.3677,407520.8816,367920.0396,382159.8382,264592.1372,265203.2776,323541.0265
Q8K221,Arfip2,2003131.78,1940460.811,1927392.428,1293999.297,1313527.43,1275454.314,1376211.011,1051598.564,1007175.689,1143362.532
Q6IFT4,Arhgap20,115041.5214,112823.6175,100380.1802,64959.59281,70356.6495,56948.00688,60238.56093,53431.97528,50716.06631,56045.36774
G3UX38,Arhgap21,849801.9958,782180.7976,830339.7177,489469.6401,507384.4802,495977.1693,545234.1771,596453.7108,611934.579,582048.4561
Q69ZH9,Arhgap23,455710.3529,447207.9481,471632.9407,374797.8409,373419.3171,378711.5048,371825.2617,275747.9885,264704.5358,321603.1376
Q6ZQ82,Arhgap26,666441.3862,662793.5256,695623.5948,366525.8696,391012.1817,317505.9066,383031.6474,297210.6698,308948.9859,333873.3902
Q811P8,Arhgap32,675868.5327,621625.2513,641163.9958,316132.7833,336304.2333,324610.118,353106.1907,321232.4478,325750.5146,334448.4346
Q80YF9,Arhgap33,233596.3957,218746.569,237827.8947,131583.8833,134622.9907,124675.6062,143912.2538,120890.1816,115888.181,120920.9579
P59281,Arhgap39,1115020.371,1111464.32,1070061.132,831454.1209,716923.9022,790986.622,889391.6458,723447.5512,649473.8512,767668.9621
Q5SSM3,Arhgap44,727995.232,680028.7809,714341.3003,433706.8359,450423.3204,411524.1339,458503.6393,343513.4593,331949.223,404712.6674
Q68FM7,Arhgef11,910282.838,902033.1119,922852.1292,748829.9211,758185.0901,709368.1085,768694.1098,606469.7785,597218.7945,649890.2116
Q3UTH8,Arhgef9,335220.0164,331073.5531,310448.5446,178938.6638,204879.8023,180606.6806,199862.8802,156764.6403,154909.4551,173573.3925
Q9D7A8,Armc1,577177.8861,589269.0454,559866.1045,389843.8339,400745.7877,377151.9963,385493.8932,325599.2316,346100.1094,364736.274
Q9D0L7,Armc10,1157589.629,1122184.467,1196355.538,850091.9655,905758.1082,900538.12,920547.7795,730279.4644,732351.0573,793025.1717
Q9R0Q6,Arpc1a,5416009.325,5089826.859,4965282.878,2950459.084,2790766.824,2924197.943,4044430.459,2480502.894,2515019.835,2801039.184
Q9D898,Arpc5l,2953745.667,2886234.681,2769587.462,1729174.463,1655737.617,1540182.692,1764427.956,1736573.791,1629459.575,1737196.162
P56212,Arpp19,1053221.737,1056252.453,992397.3573,650065.7454,769758.7981,675323.7186,605419.5546,632847.8503,580030.4691,534400.4847
Q9DCB4,Arpp21,226052.154,238835.6514,218174.5118,95319.06137,135499.9713,100255.0044,119750.9277,86074.05313,90896.63279,95178.51719
Q9EQP6,Arr3,112387.9279,138117.8799,129169.4282,89145.52123,88599.58176,93117.9944,82547.23772,70926.72101,74946.3213,81956.84836
Q8BWG8,Arrb1,1895965.24,1827290.157,1962792.584,1410381.821,1559982.056,1375955.133,1515672.391,1066704.891,1127430.51,1201946.759
F7ANZ2,Arrdc1,84117.06853,82064.88105,85287.34605,89125.23665,85934.58695,78518.87182,74603.74275,48973.40504,54922.60597,58818.31661
E0CZE1,Arrdc3,19879.39838,20840.81339,21199.4356,16946.84084,14973.01667,19670.6592,14902.20577,13612.49137,11612.02056,14446.74284
Q3TYD4,Arsg,191478.5415,206514.9268,160904.206,196587.4511,177302.977,170622.4605,142149.648,119121.7814,115709.3083,128450.7266
Q8BM89,Arsj,384047.6233,364591.8358,379520.312,261172.8639,325168.0842,262311.8279,284209.7318,214549.0122,219214.1286,202395.9007
P98203,Arvcf,200800.3255,195692.5626,195279.2392,158009.9169,165383.9737,162395.5405,171370.0272,127551.2348,124801.5565,147129.6498
O35085,Arx,43703.50958,34802.64981,43086.51511,23468.23447,24592.60574,25258.61091,26323.27254,42432.7521,35133.38526,30357.92961
Q9JHE3,Asah2,148643.9835,149532.6497,140796.4096,135422.9621,141610.2717,116013.9388,117699.34,84429.97569,94707.87627,106626.9439
Q9QWY8,Asap1,2790867.983,2647872.033,2714495.647,1369018.054,1363358.843,1408121.62,1686672.289,1245236.364,1296883.089,1340938.524
Q8VBX0,Asb13,71959.13302,76743.22257,69431.27226,50999.13782,54347.8211,47999.18498,38454.03296,63177.1236,49750.99349,43633.68974
Q6NXK8,Asic1,113959.3242,109009.9131,111271.499,71148.08753,87573.38597,69015.78553,75813.54814,58493.67551,68945.0942,66999.77251
Q925H0,Asic2,58505.86891,58301.91512,78565.0438,36842.15411,39933.6608,37079.11139,42490.68142,37223.49517,37440.02282,39188.92471
Q8R3P0,Aspa,2410097.305,2559180.481,2375674.063,2820762.852,2502974.097,2639765.334,2044792.2,1461860.652,1486553.962,1909628.879
Q2TA57,Asphd1,46787.38504,49429.44682,49861.96608,28977.58713,28981.42384,27050.26663,27326.20636,23274.25931,23224.6997,25131.70278
Q80VP9,Asphd2,293649.2262,242612.3584,248983.3401,131394.6596,133489.0379,131649.3069,168517.1777,119634.069,103321.1659,144161.1203
Q09PK2,Asprv1,88721.48863,83932.74067,65679.00339,41383.72599,36143.11961,59070.9734,44341.32767,31535.46343,32625.13478,40567.55847
P16460,Ass1,2988283.582,3130357.043,2959982.858,2416890.167,3064476.762,2659404.718,2482603.586,1740996.27,1935014.961,2031887.164
Q61137,Astn1,1405271.746,1330536.693,1453993.222,755721.0327,771715.4445,762126.0446,865917.7242,823641.7406,825367.8591,816644.3372
Q80Z10,Astn2,302096.5878,298073.6786,279051.7762,192288.4455,204929.0909,188873.4342,198911.0321,155574.4767,157806.1624,157848.2741
Q8BHE3,Atcay,1510849.677,1393871.572,1503201.629,868857.3738,1009651.796,868311.8481,1027976.636,640242.0065,665193.3303,807336.1084
Q91YI1,Atg13,144175.5435,145499.3177,145837.7381,107572.3188,113030.3471,110536.243,112046.257,94058.43564,98197.26263,98200.07021
Q80XK6,Atg2b,604175.5978,622252.7238,603206.232,491462.5478,494089.1618,472437.3958,480070.1705,395913.0586,419235.1221,445540.9861
Q811C2,Atg4c,204655.5681,199479.108,199389.0721,146558.8104,145876.1534,141856.2714,135131.8039,119521.647,117249.7018,130825.9183
A0A087WP33,Atg9a,210941.9391,206453.3774,208634.9233,153206.364,164348.6332,169749.9879,166796.8792,129340.0792,133962.5535,144213.2275
