Substrate_ACC,Substrate_GN,Cortex_1,Cortex_2,Cortex_3,PDGFRA_4,PDGFRA_5,PDGFRA_6,PDGFRA_7,NTRK_8,NTRK_9,NTRK_10
Q8BH04,Pck2,898572.9567,814495.3786,901158.6183,854224.1248,795000.415,852971.5728,886813.3949,1249144.808,1157222.46,1031552.071
P23506-2,Pcmt1,5380392.709,5209761.603,5365509.291,3458548.084,3382038.783,3050841.696,3470026.092,2542595.262,2697169.733,2979423.522
E0CYV0,Pcmt1,5348672.648,5190776.03,5344714.073,3469131.193,3391221.34,3060135.745,3476117.071,2551111.93,2704207.126,2985623.849
P59913,Pcmtd1,503515.4279,511431.8072,469125.0187,400344.0552,365277.2903,397943.1516,366686.1852,367328.2739,371886.6785,333216.354
Q8BHD8,Pcmtd2,118366.8869,119471.9757,110651.4862,122994.8305,114491.2776,129812.1731,107969.8618,125557.585,122730.11,115842.5629
P48725,Pcnt,121032.612,124671.0728,124324.8606,139883.1251,145393.8111,144635.1449,135814.4703,168043.2368,166047.7343,135307.3037
F8VPV0,Pcnt,122010.9386,125617.5905,124654.9585,139436.8752,144219.9059,144376.5813,136969.2763,166641.5984,165636.1034,135734.3865
Q5DU28,Pcnxl2,49573.61405,45329.9526,50712.76469,47396.13162,42657.34161,48120.7659,43437.96978,40066.08816,44190.27288,46729.12116
Q8VI59,Pcnxl3,68592.14732,68457.16707,70778.34205,59715.7407,57745.38657,61477.29481,60057.84368,62669.19415,62358.71288,57999.37815
Q3UVY5,Pcnxl4,32398.71193,35712.51224,31971.57915,30790.98803,25746.69678,34492.00829,31361.43637,28311.27976,32811.48592,33073.14123
P12660,Pcp2,34607.94198,35712.53163,37238.53579,97677.04414,57541.21068,28532.63386,30633.67567,27335.31919,28713.77059,27316.27284
Q9QXV0,Pcsk1n,1844025.918,1629768.818,1933000.19,1361603.433,2318215.506,1165285.814,1625474.094,1043653.774,1181433.858,1569696.608
F6XJP7,Pcsk6,35298.66979,31953.34019,34128.17013,36246.52143,36299.61442,35930.03364,36880.65781,37724.7955,33955.48206,34829.36286
P53808,Pctp,409603.7714,441545.4844,422692.4634,685605.1486,604265.6718,624581.8649,477998.1532,501190.5468,427125.8505,511063.3143
Q9CQF9,Pcyox1,717201.6833,721913.7875,715218.7041,633995.3528,620226.8096,659451.7549,637342.0278,582660.0099,607286.9455,596196.7494
Q8C7K6,Pcyox1l,1076799.409,1063764.816,1083754.9,1132339.32,1077699.966,1211744.151,1137095.214,1074681.804,1188852.264,1101382.536
Q811Q9,Pcyt1b,849598.7326,900573.7309,851583.9491,944980.5989,921424.45,927825.9828,805416.9212,1193401.94,1143064.667,913752.5428
A2ABY3,Pcyt2,1540820.49,1674883.545,1612300.995,1629052.854,1677519.405,1665060.72,1412000.461,987891.9649,1043645.229,1152949.879
Q3UHX2,Pdap1,1659274.658,1746985.232,1794836.265,2013166.381,1866939.564,2075157.969,1796164.206,2145196.089,1977095.6,1841507.709
Q8VE70,Pdcd10,906295.2495,953869.0526,903506.4864,761006.8895,797026.857,762803.0385,766322.3683,704816.9812,708721.3829,738046.7039
P46718,Pdcd2,45102.94978,44436.09391,48741.98842,65937.81774,60457.15283,62947.57417,59392.26545,60315.90378,61743.46289,55000.43362
Q8C5N5,Pdcd2l,30750.61462,30529.09424,32290.3353,31464.98594,34229.55836,30491.97035,27903.99658,31985.8282,34875.26206,28867.64699
P56812,Pdcd5,1947949.617,2012244.268,2085026.867,2000723.699,2066851.363,2019752.722,2040220.547,2173945.948,2214455.541,1947905.812
P12815,Pdcd6,2016713.704,2041858.538,1943903.823,1591833.004,1574863.32,1656490.922,1722887.875,1614353.877,1705267.23,1565005.598
Q9WU78,Pdcd6ip,5330322.96,5428573.216,5322450.14,5298049.698,5220513.244,4772471.784,4579979.289,4240413.685,4102102.429,4297830.399
Q9WU78-3,Pdcd6ip,5378458.055,5450611.238,5354847.085,5290418.416,5230734.826,4756265.536,4574088.185,4210109.399,4083484.103,4283746.241
Q9WTY1,Pdcd7,70198.36988,69082.30957,66001.03097,65316.07738,64847.39457,65233.27143,68098.34742,69701.05965,69822.18315,62405.65346
Q3U2X6,Pdcd7,79604.78959,79192.14472,76118.3911,73164.29926,73866.15108,74242.50234,77611.39562,78443.40267,79123.48716,70897.66876
Q9DBX2,Pdcl,204233.2776,227652.7289,222051.657,238167.3357,236760.7599,251450.2001,231310.8383,235864.4207,236466.0302,228958.7395
Q8BFQ8,Pddc1,510557.9844,502889.0036,461867.4767,409454.3261,399689.5475,392385.4423,408842.233,402631.3216,339880.3596,385438.4472
Q8CA95,Pde10a,477203.4023,688108.151,298556.4524,189617.8175,383564.9027,313287.5445,164598.7924,160321.4287,160500.7953,168402.1256
P0C1Q2,Pde11a,87384.47755,88879.79086,90838.57509,87544.94785,80424.3853,84273.96128,79885.06232,92019.49568,82414.6492,90604.71616
Q3TIU4,Pde12,294969.9104,310439.3521,298065.1219,330209.9252,301507.2709,329288.9532,331188.1669,315470.9609,326478.7823,288652.2277
Q64338,Pde1c,209457.7164,201271.488,195462.4798,195903.7682,176637.9469,165380.4397,165474.3083,235749.536,219880.6065,204806.7528
Q3TXZ6,Pde2a,2409650.679,2497665.926,2404664.921,1091680.987,1279144.678,1286520.82,1382339.07,1125618.006,1031210.078,1167289.297
B1AWC9,Pde4b,295566.9473,307851.6894,292378.2065,342229.686,352993.2934,362406.3289,311552.9182,185634.5292,191001.3835,203100.8653
G3UZ46,Pde4b,286455.0315,290744.9268,282485.5933,308069.1703,328214.7344,323621.0993,305404.3249,166399.2122,180727.4716,188309.4511
Q3UEI1,Pde4c,148725.0464,172803.7878,156801.8867,160972.2084,148505.1946,163980.2999,155859.9548,110620.0979,115323.7967,117576.6919
Q01063,Pde4d,290112.9561,280852.7724,273314.2028,210632.206,218674.4587,207863.0633,213620.054,156081.0082,151599.8781,164157.1451
A6XDB1,Pde4d,276419.6874,273370.9456,262458.0767,197957.3853,204246.6458,191825.1864,198305.5542,150522.5393,144525.1746,159057.3001
E9PVU7,Pde4d,307138.8315,298204.4529,288914.3121,230390.9812,230760.6021,219964.1478,228074.6905,166716.2924,161169.624,176494.5802
Q80YT7,Pde4dip,219030.3296,223422.145,211883.2216,231957.1604,242470.974,237917.9418,228827.696,214750.1382,211081.0391,201915.0519
Q80YT7-2,Pde4dip,330027.8736,343736.1311,316052.3428,345010.5742,364540.8965,352126.0098,333211.3539,347464.5375,350753.541,332344.7561
G3X9L9,Pde4dip,220722.7042,223881.2779,213297.7919,231880.7144,243084.7862,238305.4471,227477.811,212900.1462,210122.2725,200303.18
Q8CG03,Pde5a,72775.32061,69800.13841,66729.28536,59146.36678,51854.56822,47538.98285,45500.6438,62106.27622,55062.99843,51290.38279
O55057,Pde6d,90660.2012,93062.1215,82607.99584,91374.64991,89184.77387,93876.85881,84779.38705,75787.86388,82907.60035,83290.84359
E9Q0W7,Pde7b,86414.63542,87583.94349,68115.59657,54317.91664,68756.00287,55624.98838,45933.8491,52267.46296,52611.19609,49092.91002
O88502,Pde8a,201786.7814,212067.6502,195585.7184,190730.9114,182163.2015,197364.638,168198.8081,140949.7329,143238.9248,151832.0337
E0CXQ1,Pde8b,207056.0398,176513.689,173578.2986,87586.51562,97236.50083,80174.55668,93656.13035,71792.52371,77928.74213,78268.95985
E0CY70,Pde8b,77755.44104,69195.70177,68977.08828,39021.21972,43680.75961,42108.2373,45200.43206,37798.32032,41860.97973,42316.93839
O70628,Pde9a,92131.63625,96510.61411,86294.74041,75015.40517,78636.09519,61048.8939,69585.62073,61497.46267,63134.11939,72621.20379
S4R2K0,Pdf,66662.22762,63548.64457,65407.79092,58253.1542,56619.15779,58935.90728,61424.2,60141.89498,58308.65315,58588.74799
P20033,Pdgfa,29617.81982,22679.10741,23078.05169,25170.08329,29984.36977,25242.96315,24963.19799,22205.40013,19911.76034,23260.13444
Q8CI19,Pdgfc,24059.64327,22920.00968,22336.42816,20637.56851,30207.07962,29171.23863,28238.45644,22932.04717,23373.53575,20878.10107
P05622,Pdgfrb,235866.3117,223288.4174,239089.8105,195194.8325,187272.0595,200141.045,204034.8625,186607.4006,185563.5014,187914.5639
E9QN12,Pdgfrb,267593.8483,251251.8013,270886.0895,218581.1785,210863.3944,211881.6335,229669.037,207265.8867,207496.1008,210530.575
Q6PE55,Pdgfrl,8268.955385,7393.02711,11215.2938,7779.410347,6946.759538,12432.65256,9547.00775,13422.35193,11626.43913,16490.32312
Q922R8,Pdia6,3100611.526,3372364.63,3514552.627,5041249.722,5142542.025,6022726.949,4991569.338,5887414.08,5838393.279,7284036.96
O70400,Pdlim1,164872.8218,174823.6057,178971.9998,140967.3373,144631.9135,146849.3726,124615.0713,126078.7459,123964.6892,115570.8924
Q8R1G6,Pdlim2,260448.1985,232613.8712,228046.805,369412.1666,295716.7908,347031.3175,271127.8315,270416.4548,208748.8651,236363.1111
Q8CI51-2,Pdlim5,698001.7094,718271.5667,710923.745,973296.5506,1008618.303,1095554.148,1082270.523,1286819.634,1342714.559,1107290.88
Q3TJD7-2,Pdlim7,224909.6472,220348.3704,178425.9186,185735.1192,213901.9251,216341.6928,193828.6084,341171.0765,355986.5431,304727.5047
Q504M2,Pdp2,260289.6577,260325.7659,235376.6041,227277.0868,214823.0054,228706.2033,216781.0124,200563.9007,217683.6631,195878.5872
Q33DR2,Pdss1,27615.48716,23612.74687,19046.66759,14387.67923,16502.79004,17169.7368,14916.69785,18198.26059,14007.62332,17117.26632
Q33DR3,Pdss2,51347.9372,54851.39341,46273.10118,58631.36946,60069.92921,54902.79157,52181.2088,65858.82092,60173.20189,43437.75544
Q99K01,Pdxdc1,1050791.292,1008382.179,1069230.997,1166228.073,1197374.718,1241064.356,1156567.799,1043417.588,1089780.766,1066738.781
Q99K01-2,Pdxdc1,1052019.658,1012522.474,1075168.355,1163423.891,1199735.965,1231682.719,1148282.664,1054913.612,1092806.227,1061187.917
O35417,Pdyn,198957.9317,178330.3917,205600.3132,101181.9902,110598.181,83811.6519,86595.14662,76945.80187,75673.56716,84482.35635
Q9CZG9,Pdzd11,369731.1849,362740.8056,373394.2208,318686.7436,300734.3539,298891.3602,322515.4165,293763.8661,273381.7514,287579.8651
Q9QY39,Pdzd4,79077.51298,85948.68554,83720.33571,70839.19077,80329.51426,70036.2978,72049.70833,63243.22478,65019.34628,66485.63057
B9EJ80,Pdzd8,446039.5837,450830.9165,446365.1922,434549.3608,450149.9117,462545.6913,411841.6005,350077.8367,366645.2233,374872.4073
E9PUZ9,Pdzrn4,50201.7031,46507.62488,50533.09763,40399.11398,47621.64044,41437.34894,43317.46386,40361.06865,45162.65817,38668.3188
E9Q5P6,Pdzrn4,52618.91488,55337.4142,55661.94397,48583.9047,53540.66857,50359.67652,50934.51149,53916.51762,55472.51711,46186.08589
Q62048,Pea15,25005831.36,23993008.95,26934440.59,24946869.28,23632346.71,22900988.83,22221552.1,23795127.11,22496158.89,21914843.26
Q62048-2,Pea15,25398640.18,23883735.75,28387141.06,25404878.43,22482601.2,22157986.46,22224129.83,23451057.14,22777060.09,21457671.22
D3Z375,Pea15a,6066972.951,5947289.23,6510108.088,5527651.727,5449832.383,5130714.591,5078281.22,5343426.886,5088270.996,4914951.361
Q69Z38,Peak1,219041.9331,219723.5933,227019.1138,207301.9679,208616.9353,234989.611,210303.3559,238565.5276,230909.8172,218845.0147
P70296,Pebp1,21893702.84,22129823.93,21036404.26,20170314.23,18970590,19353036.52,19458016.96,23494251.86,22352464.9,21351706.59
Q08481,Pecam1,99802.37933,93708.68033,97914.90778,82541.8561,89207.75219,87379.54463,80588.62839,106553.7101,106632.3888,93957.95024
Q99MZ7,Pecr,176001.96,199942.552,175472.3817,256287.5515,235354.434,269307.3433,224572.2373,229149.5241,215315.3156,191609.9502
Q8BFY6,Pef1,311541.6976,320583.7961,319951.207,243349.2011,252612.595,243114.447,242755.3705,245137.7013,231385.152,248343.2707
Q7TN75,Peg10,30005.27017,33842.89996,32787.18628,43672.73156,41488.24466,34632.8901,37597.70451,41586.65937,51118.41477,36499.10729
Q3URU2,Peg3,100671.018,110570.6412,113086.7655,98991.87238,107967.5195,100434.1699,90735.09077,104652.5875,113424.1584,88320.82291
Q8C669,Peli1,247903.3877,245056.5281,266352.2933,371414.8432,357334.2283,388869.2304,346526.2559,259226.9148,272498.5816,227851.4482
E9QPQ6,Peli2,121548.5671,109919.069,116964.8971,139416.0332,139387.4929,114806.4337,124068.6756,134570.8115,129898.5079,125688.3592
Q80X73,Pelo,416346.7542,399482.7299,403067.8309,446715.624,476714.0444,456671.0185,451492.2438,457179.1465,526322.0601,412638.1276
Q9DBD5,Pelp1,135306.1044,135914.475,139446.4432,157619.7257,164079.8513,171867.3039,153257.7672,160985.5989,163661.8041,139259.4206
Q11136,Pepd,531504.9002,588215.3416,539620.5209,620741.9475,623466.4265,649302.6027,613360.0082,694060.2957,561546.3226,623490.0668
O35973,Per1,93096.22341,87930.6219,91137.88709,73898.82085,77850.19526,79247.62735,75430.97489,70330.03504,74715.5923,65124.43429
O54943,Per2,70095.02709,69113.38542,68793.41728,64541.51677,65703.59604,77153.62432,63182.25662,88285.10628,83462.0006,73802.22277
O70361,Per3,38316.20405,37512.50826,40524.44113,38623.077,40798.54834,43441.72998,46724.43778,46971.65307,42944.9003,43340.68499
P0DJF2,Pet117,110562.6657,108509.9061,107220.9965,84233.00707,84344.89697,89742.09408,86168.27493,76895.39728,85606.77072,75657.32296
Q5BL07,Pex1,652455.2544,662060.8576,677573.1293,665705.8983,671682.5768,688187.2738,669050.873,674384.8954,718165.049,646773.1432
Q9Z211,Pex11a,36452.004,34616.57655,32184.89386,28982.16619,27889.38027,30382.52305,32734.59972,29268.26112,30828.24984,25315.19604
Q9Z210,Pex11b,66041.3371,96429.31838,73861.787,59621.83135,81121.05221,63861.00636,50458.32493,68247.78716,68744.73643,58881.97615
Q8VC48,Pex12,73146.2673,76428.67969,77106.86686,82412.41442,75298.60423,87316.43971,79553.02852,87412.93216,90276.74785,82774.28117
Q9D0K1,Pex13,102355.271,106811.1362,106141.3243,111974.0992,116457.5723,123525.7919,108260.5098,137179.5422,134916.6465,123692.8891
Q9R0A0,Pex14,1246090.036,1262904.075,1255491.176,1257790.862,1246178.427,1331856.308,1231020.484,1452469.519,1486232.062,1223776.496
Q91XC9,Pex16,86193.26897,92151.04636,89565.23664,98898.08007,96330.68166,107764.6962,91876.49027,102868.0792,98861.17146,89158.69325
Q8VCI5,Pex19,1440522.594,1518757.919,1586424.943,1634873.154,1554080.655,1728477.976,1427791.18,1688481.842,1727026.96,1547509.011
P55098,Pex2,97931.45792,95722.99374,98739.33127,96327.06404,101056.8057,109151.1381,98677.49687,95590.66786,102048.461,99488.35603
Q91YZ5,Pex2,102457.4676,99671.77743,103963.6195,110647.4913,109614.5307,118723.3054,105681.547,107089.171,129149.0606,110903.9641
Q8BGI5,Pex26,100245.6888,112631.4295,106312.8441,104426.3683,97311.77892,97680.76043,93345.87033,107557.3417,99420.68496,106028.9847
O09012,Pex5,158858.6915,160719.8283,171787.7142,161453.6263,159699.4392,169561.5916,164699.5892,147512.2818,150038.7531,147229.4642
Q8C437,Pex5l,643115.3224,626240.6714,632201.507,479993.4142,468022.4118,485167.3201,488558.1683,324097.4302,317214.1952,405421.0409
Q8C437-3,Pex5l,637113.101,621086.0776,625595.188,482495.6778,469832.3038,486917.3071,482945.8776,326526.1544,320097.2531,407491.221
D3YYH0,Pex5l,636698.4817,619374.6695,631605.6147,478206.2591,469291.5984,490424.8174,483640.9084,324840.6343,320025.0737,406432.3195
F8SLQ3,Pex5l,634039.7662,617409.5034,623422.5178,480893.4072,467915.8874,487658.8227,487813.1964,328206.8201,321920.5683,408042.3695
Q99LC9,Pex6,154577.9346,161036.1995,158962.7472,161659.1034,147956.3147,157170.1468,159210.1208,168760.4679,178873.1824,153098.78
P97865,Pex7,67571.34053,71851.90332,68410.56027,71753.7527,75857.53613,78514.76312,78530.75677,62098.5948,64048.43941,69960.88438
Q5SUR0,Pfas,1232761.857,1205605.473,1266832.92,1365261.1,1409606.379,1451819.681,1527383.387,1394372.811,1511020.191,1208729.945
Q9CWM4,Pfdn1,2195579.832,2396222.466,2292601.733,2541219.121,2323520.385,2431732.179,2142702.075,2534419.583,2241260.265,2280869.714
O70591,Pfdn2,1566565.603,1553421.4,1593297.112,1732298.068,1757469.703,1703513.605,1690580.5,1755268.068,1702675.374,1573444.516
Q3UWL8,Pfdn4,86846.90257,84127.25295,94334.60927,104496.8976,103269.652,113186.6925,106664.173,114296.6639,125233.7482,104150.7773
Q9WU28,Pfdn5,1875469.507,1920892.822,1982130.2,1941718.723,1928445.562,1859378.903,1808519.014,1855381.938,1855530.762,1733833.17
Q03958,Pfdn6,1841020.707,1812179.69,1964932.262,2118009.1,2237799.795,2102804.378,2016212.194,2133954.029,2050916.426,1881826.671
P70265,Pfkfb2,373115.6929,363641.3152,365858.079,347701.7214,341854.3343,324488.6385,322351.2568,264436.7173,277583.7033,282089.107
A0A087WRM7,Pfkfb2,370396.9263,363222.0309,366560.3413,346570.6011,341226.4636,324489.6484,322150.6368,263607.0712,277475.3889,282164.6778
B2Z893,Pfkfb2,368330.1933,355803.6637,354259.8601,349241.7509,346282.0406,328183.302,325654.1227,265294.6697,283202.1287,288556.3293
A7UAK5,Pfkfb3,138418.1537,132822.4458,126488.5582,152748.4247,150548.9917,148337.9429,142600.6432,159293.7078,161464.4228,139754.1713
P47857,Pfkm,8926206.402,9121523.573,8721874.342,6582976.612,6554627.566,6435408.143,6569847.752,6078008.589,6226831.698,6863800.752
Q8BX10,Pgam5,611602.8675,552451.3252,587084.8335,444626.8512,428175.6785,457625.5121,462396.6465,454905.8658,461863.2977,386615.1374
Q8BX10-2,Pgam5,612637.6816,553203.7807,584651.779,442459.9682,429085.8445,456910.2541,462365.5898,456182.6856,465191.4311,384941.0532
Q3UUQ7,Pgap1,535818.0043,552615.0537,587046.5734,625722.3583,666861.0627,633196.9909,592310.2877,652797.6564,775558.5067,581900.6271
Q9DCD0,Pgd,3947050.178,4004307.716,4115635.79,5310080.393,5296703.607,5438664.972,4716244.411,5476609.312,5619843.856,5125203.526
Q8BUY9,Pggt1b,121934.6991,121246.44,119419.4475,161368.0565,169129.4509,172499.8322,154036.739,166835.4832,167493.9646,160481.7154
P09411,Pgk1,47528410.71,46646348.23,45916203.18,38064899.59,37915111.88,37989935.64,38439617.04,35142107.38,36347632.87,37514786.59
P09041,Pgk2,10127746.34,9958402.94,9653467.864,8023735.123,8117208.759,8529698.054,9103284.28,7623202.262,8168660.028,7962314.846
Q9CQ60,Pgls,5006035.57,4802608.47,5034505.4,5692606.143,5596409.127,5686174.257,5566399.454,7349464.328,7122889.744,6042220.892
Q9D0F9,Pgm1,9685288.717,9813397.905,9210969.957,9182644.819,8900816.79,8223110.851,8299954.453,8606899.591,8893444.117,8905420.921
Q9CYR6,Pgm3,2768856.131,2786381.345,2786247.605,3017574.343,3063964.096,2979492.071,2739949.402,3126441.916,3028250.927,2829453.64
Q8BZF8,Pgm5,120222.0444,110442.0306,103258.9145,164971.4464,117722.053,136167.3903,151464.3051,117619.9588,89662.83788,114498.9957
Q8CHP8,Pgp,3382622.189,3166437.91,3298082.504,2431778.134,2465442.037,2407901.419,2633565.507,2408259.074,2637393.014,2197143.25
Q9ESW8,Pgpep1,189644.6461,164749.0011,161003.8206,171058.8487,170377.3814,178807.8996,175493.7688,175962.1238,183979.1035,178266.801
A6H6A5,Pgr,49742.57992,53448.76141,58615.02943,42849.8192,41889.34894,39073.21073,44149.20629,36852.07453,44735.03292,34516.56306
O55022,Pgrmc1,3154289.064,3251436.181,3499417.138,2779608.446,3066954.259,2843705.549,2865052.187,2371620.858,2451733.517,2477325.159
Q80UU9,Pgrmc2,269869.3206,284555.9173,276643.8542,319617.4818,309040.9287,325609.2613,301623.0278,314023.0592,326950.7784,304921.8876
Q2M3X8-3,Phactr1,1507914.762,1456914.876,1282138.575,586725.9872,707177.4582,632370.8185,691001.2171,551973.8083,524232.1844,563696.4851
Q501J7,Phactr4,203750.366,224823.2459,210370.4183,237702.8381,233831.7488,230603.2047,213502.4408,237602.756,217343.3538,207211.1633
Q501J7-2,Phactr4,216242.101,240236.3307,223565.0623,256927.8918,252464.5319,247324.4604,227730.6965,255732.478,235329.654,222351.3757
P67778,Phb,5101749.984,5317016.541,5185185.618,3942553.263,3990677.318,3789625.593,4118550.333,3946857.753,3863193.445,4000739.26
O35129,Phb2,10138368.12,10549239.83,10263760.18,8205107.473,7166295.191,7775802.016,8253930.678,8449330.683,8404573.597,8045524.986
Q64028,Phc1,52644.04047,54587.84091,51716.16077,59189.12761,59907.05193,62563.31951,58243.41795,62353.98413,57396.97159,47611.86202
E0CYV8,Phc1,59186.27705,61814.53621,60286.89882,77111.98932,82070.16563,65495.00146,58968.05161,88384.2683,74557.46797,72825.3827
Q8CHP6,Phc3,67115.24552,63505.6212,62637.68051,62013.82684,68375.35888,67475.09318,66994.08715,63986.4258,66438.21962,64628.03972
Q8CHP6-2,Phc3,48082.18524,46016.19054,45902.97231,40679.28379,43505.19166,41995.24381,41972.24312,43878.23796,41219.98047,42210.31603
Q9Z1B8,Phf1,86375.87646,87295.87853,79795.09356,66950.99338,71839.29275,59534.379,69929.78707,62032.12541,53336.94737,64637.69528
A6H5X4,Phf11,31764.67348,59486.8168,28227.64925,45878.80381,44942.3454,48811.66018,50584.95357,60430.36595,47266.85377,59938.45432
Q5SPL2,Phf12,27566.46187,28241.58431,28272.25847,29563.90253,23982.73167,28321.62534,29937.3682,29064.84559,28617.07887,25676.16826
Q9D4H9,Phf14,126453.8067,117224.8793,124590.4087,126862.6056,143481.995,124255.5205,130705.944,134114.7463,138152.2867,114787.6173
Q8BLG0,Phf20,149485.146,139340.9239,148995.4909,139902.1462,154940.3685,124370.8935,123478.7448,162069.7043,165705.4968,131953.512
Q8CCJ9,Phf20l1,164154.755,159374.6586,169496.2892,151422.7693,149353.5652,145087.0067,146063.1204,186046.3347,195323.8227,166968.4775
A2AHG2,Phf21a,224873.8494,225511.7423,247263.8004,322896.2134,311759.2828,324239.0391,291821.4128,364993.7773,364085.937,289645.4318
Q8BSN5,Phf23,107730.5446,107782.099,116977.9214,111558.3851,117331.6326,126476.2532,141109.7455,136435.9276,159337.6253,111385.8603
Q8BSN5-2,Phf23,95056.60916,91353.61667,104029.4825,97094.51184,102778.6419,108760.635,124310.2589,114406.7444,140068.0424,100372.7397
B2RQG2,Phf3,177503.4224,184517.1856,185564.0582,220083.1364,215977.0804,215410.712,191843.0358,236237.8101,247353.5264,201861.265
P83870,Phf5a,286505.92,277165.1404,287253.7609,333759.7445,343560.0591,317211.1073,323450.4099,417536.5237,421094.5228,289673.5617
Q80TJ7,Phf8,142429.1211,150973.1612,145728.0468,177809.2333,181258.0299,185721.2396,182534.3644,160752.7566,185239.2433,158841.2888
Q8VDD9,Phip,253381.8097,255950.9886,246467.2331,242933.2553,246989.7748,250778.5505,236478.2443,260280.0285,276393.7592,230200.8655
F8VQ93,Phip,396941.1149,398469.8757,385079.6171,381426.8058,389073.6081,392060.7808,371132.2399,409859.8586,435760.7152,361436.8919
P18826,Phka1,299040.4196,295181.4548,302295.7514,253493.9588,256484.2854,260054.6452,257628.4082,286209.2586,317601.6511,323503.1344
Q8BWJ3,Phka2,141103.6468,142506.4736,139303.023,121596.3026,126733.3212,113900.7211,104790.1375,114076.5774,103271.6407,110473.5895
Q7TSH2,Phkb,563455.6941,551147.1,559985.0862,513670.4559,498953.1081,507075.5951,471789.0027,567771.5978,537462.4785,603637.731
E0CX43,Phkb,50420.89732,45996.40659,56222.84969,38280.74601,37757.27854,41613.20333,38587.8207,46629.95381,47493.45347,55375.66749
Q9DB30,Phkg2,203126.8325,202933.1333,210534.2512,209855.7814,195931.6486,186982.4219,165181.3449,221178.1628,184623.3573,218999.3162
Q6PDH0,Phldb1,1075782.063,1129289.107,1122583.306,2193198.516,2299221.846,2304102.259,2066262.008,1783058.422,1738249.016,1518118.295
F7B296,Phldb1,1051885.992,1097381.701,1167190.752,2140899.75,2273893.928,2351495.589,2074278.274,1727108.312,1829910.307,1518478.159
Q8K1N2,Phldb2,71572.17331,72903.69031,74278.06587,88194.41336,94440.76831,107590.5475,90242.34219,103508.9111,104491.9195,86994.59274
Q8K1N2-2,Phldb2,71572.17331,72903.69031,74278.06587,88194.41336,94440.76831,107590.5475,90242.34219,103508.9111,104491.9195,86994.59274
Q8CHE4,Phlpp1,373182.9423,393472.938,408140.1345,493495.6934,459967.2192,527967.3048,453250.5458,492506.4186,484789.7382,476288.9456
Q8BXA7,Phlpp2,112865.8743,127137.9966,124988.2052,90595.95271,96834.3365,89642.6324,88551.05015,96542.94872,89611.1919,88316.5658
Q9D9M5,Phospho2,91430.27549,90084.97102,88506.41676,80095.82639,77829.3705,86719.53641,82687.6262,71889.54912,78855.49927,79733.74969
Q9DAK9,Phpt1,402554.8246,390208.7805,433019.9926,382225.0234,412128.9817,371156.4667,380762.027,402734.5658,391103.2276,364965.3464
A6H619,Phrf1,140733.103,146008.3313,151906.0622,152974.6597,154692.8308,153717.4055,148871.6809,148168.5956,158722.71,136421.5328
Q9QZ09,Phtf1,36835.17983,38285.20419,39066.35127,42177.1159,42238.29045,46354.34915,44320.0069,41966.94822,44699.30677,37309.55363
Q8CB19,Phtf2,65352.94207,85759.63552,101474.9393,109270.4635,107947.819,89682.29017,85552.32591,78219.3958,72588.84551,67818.33578
O35386,Phyh,159624.8421,161680.5263,156053.953,148861.3532,147752.3953,146249.5215,126739.6278,133345.9361,138944.0586,154409.6592
Q9DB26,Phyhd1,306584.5518,308252.9286,295765.5273,475015.7082,427737.247,425437.5629,385013.572,424250.5714,320258.0023,406364.8551
Q8BGT8,Phyhipl,1899291.432,1872771.276,1969677.744,1831906.574,1826958.623,1911148.272,1777872.584,1396227.438,1391377.032,1677957.519
Q8R1K4,Phykpl,84071.49862,79494.53626,82360.31547,86562.11981,81291.33691,82536.27603,74590.22903,88956.89415,80947.33001,71127.41813
Q2TBE6,Pi4k2a,598103.9649,606600.7348,602321.0173,548977.6528,561532.3132,568266.0582,544483.7713,535451.6768,521352.51,559895.9029
Q8BKC8,Pi4kb,188392.3017,194869.5779,184969.0003,192947.816,187533.779,194866.2152,200073.6627,175041.5175,183343.1413,170009.0086
O88907,Pias1,88590.99033,91030.47341,95753.64864,90012.3998,93223.21749,98933.88196,103288.646,106659.8684,115538.7731,87121.70054
Q8C5D8,Pias2,117618.115,119354.013,122729.3918,136819.5369,139203.9019,139432.3593,138015.0218,161652.49,174134.8746,132214.4423
O54714,Pias3,66121.72654,66116.35686,68393.05871,85072.7467,74209.22513,83953.25048,78608.99857,97010.1414,92473.69542,85035.54576
Q9JM05,Pias4,99905.22622,111823.2178,103207.884,130484.6107,130903.2837,130985.9185,136929.3903,142238.3265,148101.1294,113303.5027
Q7M6Y3,Picalm,5985456.329,6211215.834,6021605.743,5002107.442,4962446.086,5080592.463,4946153.774,4369298.063,4485883.814,4675464.258
Q7M6Y3-2,Picalm,5881109.505,6146078.039,5963580.167,5041874.481,4997621.042,5108653.472,4895173.857,4436974.253,4516995.674,4710989.904
Q3UBG2,Pid1,146087.7738,157740.6168,153070.0842,209267.8994,209952.4253,203415.391,202436.9214,212927.7186,208101.9187,198575.5146
E2JF22,Piezo1,42030.1384,43903.85628,43318.17779,42806.27959,44997.30017,44863.82015,39193.73909,66631.38735,58697.7808,47337.73823
Q64323,Piga,33035.7799,36447.65468,31509.59245,43794.05146,41879.45638,45360.79319,31334.04043,30951.44141,29933.08397,31849.92652
Q9JJQ0,Pigb,114330.0626,125561.805,115548.8726,113177.5684,109719.3445,113601.9694,108099.2751,111982.0033,123039.0597,100834.0839
